transaction_id,amount,merchant,category,time_of_day,day_of_week,location_lat,location_long,user_age,user_account_age_days,transaction_count_last_30d,avg_transaction_amount,is_fraud
156,1007.646062994741,Target,fuel,9,6,-80.03703794074286,124.76202118606273,59,2985,94,1692.7726070750305,0
157,21337.29235451907,GasStation,dining,0,3,-63.97565215687475,-157.0081055972314,36,17,0,11139.951240348171,1
158,423.72092065568813,OnlineStore,fuel,19,6,35.14651213597804,-168.61678623451297,57,575,25,1294.9900749982073,0
159,2217.1231289051625,HotelChain,groceries,13,4,-64.4146463523748,-86.93979562814617,67,533,22,1888.7918693903637,0
160,2572.3236001809546,Target,groceries,9,3,25.159536282676044,144.23979027910622,52,95,64,463.1248605849643,0
161,2816.7567597683646,Walmart,fuel,6,1,-80.1567682643942,116.51733035423058,41,3309,22,165.07041693485127,0
162,1482.1632875236812,GasStation,dining,10,3,-16.671189758554732,65.78182720631219,41,1470,5,1098.0627257853453,0
163,34311.19482643094,Amazon,fuel,0,2,-58.06629537818718,72.27312027829774,34,39,2,6488.568039499403,1
164,20067.722093373883,OnlineStore,dining,0,4,-70.26546914366645,81.60136893295652,57,18,0,12931.708199940416,1
165,19749.330646300983,OnlineStore,dining,22,2,12.065901030220957,159.3369721745089,27,12,2,11004.556872751451,1
166,21943.928357986137,HotelChain,online,23,2,77.10043896101192,119.58881483072071,19,19,0,6004.011433756012,1
167,2810.8064220019355,OnlineStore,clothing,13,5,-80.13833137376122,44.420539329737096,61,3179,83,1642.7990516045436,0
168,44566.6230223066,Target,dining,22,6,-14.120235320753835,59.65755669257058,40,22,3,5780.49528399892,1
169,39881.651167336815,Walmart,travel,23,1,37.35637879417986,-103.0535056579961,23,59,4,11253.564016336411,1
170,543.4641287248523,OnlineStore,dining,17,0,-6.716190296191144,56.63477705625809,19,2473,40,1359.9475228899068,0
171,28344.42979523567,OnlineStore,dining,22,2,55.16927029894413,-27.115555529354936,38,49,0,10566.239182399358,1
172,2527.8995188257,Amazon,dining,13,3,-57.663843144456294,-124.93372658193226,72,1822,5,275.44318197520874,0
173,31216.019457410493,Amazon,online,23,0,82.7269569049933,110.30501492876675,73,15,1,11881.103992506516,1
174,17082.52218383421,BestBuy,online,0,3,-20.670727000942705,3.688955929132419,52,1,1,14597.196891333397,1
175,16760.71144512413,GasStation,groceries,0,3,-28.51746607003048,171.87301500819177,66,2,1,9584.258740449157,1
176,20448.464288761905,Target,online,23,0,67.42904301056987,-78.59543238917101,46,8,2,10229.582775682273,1
177,46253.71218073216,OnlineStore,travel,23,0,11.496065740517977,-6.95875957017239,24,22,1,7398.116705688813,1
178,30991.423295948487,OnlineStore,travel,22,6,2.959981542507876,-18.721636319207477,46,25,2,13918.679837510812,1
179,2555.703186195507,Walmart,online,11,3,40.85602551511758,-136.51937192427167,70,3620,43,787.3756078203708,0
180,261.95045480599475,BestBuy,fuel,17,1,14.370162890596262,-26.598499620919398,54,289,34,99.77149688637076,0
181,25124.06236793946,GasStation,clothing,0,6,-60.747183943719236,-76.48075568846704,40,9,1,10427.73502159804,1
182,13273.754302764559,BestBuy,online,0,4,31.355572115687337,-122.28463030790363,50,9,3,14567.968245086307,1
183,15194.388228510155,HotelChain,dining,23,5,-65.97560172921688,-78.42398974698986,25,13,3,6538.500553672768,1
184,42748.97530269811,GasStation,electronics,22,4,55.054386960131154,-96.02939114409888,29,6,2,9784.908598952185,1
185,32563.222530933046,OnlineStore,clothing,0,1,88.15258758820877,84.26647116211609,63,30,3,10376.05706726413,1
186,22176.363567120396,OnlineStore,clothing,23,6,-22.07022750454027,-168.92093582670236,65,15,2,9919.164197523769,1
187,41719.75077781293,GasStation,travel,22,5,-9.943938323637738,42.28658924875967,27,51,0,13024.182871787032,1
188,18353.836036795285,OnlineStore,clothing,0,6,-81.64194201309378,93.83808312849834,32,53,2,11704.02891016364,1
189,48993.37334120856,Target,online,23,0,-87.52802614513591,-6.939555671169643,70,15,2,6266.584659182617,1
190,22482.339525339128,GasStation,dining,0,5,75.85548027773899,155.36339280285063,41,50,3,8464.513073430604,1
191,2246.5680693312133,BestBuy,dining,18,3,-66.84766912094543,74.83705028515271,43,1834,79,362.57227395061597,0
192,21100.30003254162,GasStation,groceries,23,4,-9.75982543929534,89.25251447211019,64,58,4,10656.321927929286,1
193,2115.9625947119694,OnlineStore,dining,14,5,56.76383229400105,-109.1039445212867,59,141,25,601.6278405336823,0
194,2786.5046757766086,Target,dining,21,3,70.0773767870975,99.82640730206646,70,905,66,1043.5508770671313,0
195,2218.8430937516314,Target,travel,19,6,3.4915833510241754,119.55410498992137,77,2869,23,1046.0695299962176,0
196,44754.957871437975,HotelChain,dining,22,1,11.705854495670962,-49.944100173843765,56,40,1,13510.369385350225,1
197,41201.86143141029,BestBuy,groceries,0,5,30.54311504338905,-103.18929550813036,75,2,0,14316.080954659239,1
198,2091.615426400259,Amazon,electronics,20,3,83.04884462586875,-41.38175548669798,20,3320,66,1831.784566464387,0
199,30914.44911526679,Amazon,online,23,6,18.480592970010917,86.25886884004939,19,48,2,12811.16846209014,1
200,12434.84493101888,GasStation,travel,22,6,10.705546702142328,-29.64995788726702,23,39,2,6397.024282919021,1
201,9902.375031749252,HotelChain,electronics,22,6,-87.38385565212168,85.19467508092367,38,10,3,13531.118242367245,1
202,2466.708293639076,Walmart,travel,19,1,-75.4290536359759,-139.11676524808644,26,2323,60,1025.825325083441,0
203,30476.398014574712,GasStation,fuel,0,0,13.89089279231932,110.16421577585442,27,17,2,12299.113137923636,1
204,11444.994778881775,HotelChain,clothing,23,1,78.52326980529656,-88.84530660875133,53,7,1,10312.680049608358,1
205,2436.6002930111285,BestBuy,fuel,20,1,66.0044427118911,-90.38556442274627,76,982,26,136.4712144965615,0
206,1451.9992602438151,BestBuy,dining,19,4,86.86420613859684,32.537147473389865,20,2659,72,678.7604780924408,0
207,9260.89595026102,BestBuy,electronics,22,6,5.010126761029326,-154.75750353108373,58,39,3,5617.938107400208,1
208,26670.186628106705,BestBuy,dining,23,3,51.82756891879802,-170.5328183935193,41,4,2,10568.23710882471,1
209,29193.999033523214,BestBuy,clothing,0,5,61.27205966808128,-86.02968049435827,39,35,2,6712.905546676731,1
210,12925.766207618692,HotelChain,travel,22,4,26.645698319555123,13.70431826453617,66,51,2,14655.176323529227,1
211,15100.594694468084,HotelChain,clothing,22,6,-29.025017241388696,146.7418990410818,31,47,0,10269.630658254915,1
212,22775.810269234804,Target,groceries,22,2,-5.403881761597006,124.71666347063046,59,36,0,10535.587938372606,1
213,381.0810294641944,Amazon,clothing,13,1,64.42507300384219,-3.43927442844884,62,1490,32,1819.1317846972222,0
214,29297.4618105312,OnlineStore,groceries,0,2,-36.26137332321049,-166.6612822703426,61,25,0,11245.85245151175,1
215,34791.87873122438,BestBuy,clothing,23,6,76.27376362799674,12.69098446655127,44,41,1,8027.293771897072,1
216,49377.33131380834,Walmart,online,0,4,-48.63485854392028,73.72641597310638,50,13,1,7960.946169133711,1
217,40256.22828315481,OnlineStore,groceries,23,3,44.91295472822051,-57.90076829098784,77,18,1,10015.786499064561,1
218,26243.182921931144,HotelChain,electronics,0,4,23.5006621822329,-140.0172108186043,39,21,1,13666.08228929159,1
219,84.04698395269209,Walmart,dining,21,3,44.92789940173722,-79.71553684596262,46,2888,9,1346.8119353191562,0
220,33988.42723572221,Walmart,dining,22,3,-11.277436962132938,97.771991208413,36,1,1,14627.405860568448,1
221,1229.5899294367673,Walmart,fuel,14,6,77.87539125971722,-53.55222037800179,36,979,16,1437.3357716352468,0
222,29029.858885140195,Target,dining,0,0,23.844996434065933,112.31333664685565,23,50,3,7683.260689643386,1
223,417.74727912802183,HotelChain,travel,7,6,-38.10675518023387,-64.97227734930871,62,2094,62,939.3309326933016,0
224,2186.75665081063,Walmart,online,15,1,24.921912717385865,-121.12018617102547,36,1612,25,125.24309157594793,0
225,26044.160283667454,BestBuy,clothing,0,4,-38.37316550273439,-23.09459057510105,30,48,2,6408.336891503836,1
226,779.8621386697373,GasStation,fuel,16,3,-37.14616948322264,-17.181175575909975,76,2120,69,908.2543156339112,0
227,13425.326700210637,Walmart,travel,23,6,-18.072267908243774,-174.2010413222387,43,43,3,10616.722070995576,1
228,12180.953537968555,Target,travel,23,6,63.437475162441416,-137.8637738257226,39,52,3,9114.847121191586,1
229,1524.9905146534684,OnlineStore,groceries,9,4,0.05361739091856066,-113.42663324178572,38,2447,93,1462.2695342861543,0
230,2569.443213930527,HotelChain,dining,13,4,32.202151601437336,-139.10856574367705,53,2972,68,1796.0372628885987,0
231,18650.532913847506,Target,electronics,22,3,-19.44580675059666,-57.05061284830903,73,21,1,9253.345959404527,1
232,27779.90246844561,Walmart,electronics,22,5,-42.55102083476134,167.26422802212647,19,27,1,9255.004487469709,1
233,28673.75723766115,HotelChain,fuel,22,2,81.83522892892165,3.320113797748064,64,19,2,13718.763803988546,1
234,16190.377178421864,GasStation,online,0,1,18.644624482151272,45.92016859343272,61,23,0,8952.256507224663,1
235,35387.908599029324,Walmart,electronics,22,1,78.11124094488929,-51.70086773170985,47,51,1,8333.971277696335,1
236,40798.6129682158,Target,clothing,0,5,-53.38565960430329,-63.54440580846742,44,50,1,8385.350770227293,1
237,41241.4687173598,Amazon,electronics,0,0,-63.5590504956721,-171.667162110597,24,51,2,6966.007968148902,1
238,33303.732889545114,BestBuy,fuel,22,5,64.04812328230264,0.12011604336805703,37,43,1,13606.888505739895,1
239,2510.8826337737714,OnlineStore,electronics,10,0,32.56509827110527,-5.9007575694001275,67,3575,11,1454.743556189469,0
240,10562.300006226586,Target,clothing,0,0,-56.41587013434456,-123.1809385747957,48,40,0,14086.107377996053,1
241,20088.914551767448,HotelChain,groceries,22,5,-41.5152538805632,95.1566400744133,40,52,4,7834.677219110063,1
242,11917.400764683136,Walmart,online,0,1,54.119509474556025,-2.637241088038934,30,51,3,13994.268221738468,1
243,48480.57275689589,BestBuy,fuel,23,2,-8.303648400731504,-57.96217074183362,34,42,0,12908.206568145772,1
244,13673.366141481949,Walmart,groceries,23,1,30.697291171096353,-127.1127927517463,21,48,3,10819.875209503587,1
245,14374.567213746286,HotelChain,groceries,22,6,-32.69663601551804,18.777897709564485,74,5,1,11694.700039185991,1
246,45362.21796988067,Walmart,groceries,0,1,-21.37860850052219,91.0141293919715,31,52,2,8258.440908249277,1
